CUSTOMERNAME,SALES,PHONE,CITY,STATE,COUNTRY,POSTALCODE
"Australian Collectables, Ltd       ",1424.2,61-9-3844-6555   ,Glen Waverly   ,Victoria       ,Australia      ,3150        
"AV Stores, Co.                     ",5942.3,(171) 555-1555   ,Manchester     ,               ,UK             ,EC2 5NT     
Signal Gift Stores                 ,2348.8,7025551838       ,Las Vegas      ,NV             ,USA            ,83030       
"Anna's Decorations, Ltd            ",4392.1,02 9936 8555     ,North Sydney   ,NSW            ,Australia      ,2060        
Heintze Collectables               ,2759.8,86 21 3555       ,?rhus          ,               ,Denmark        ,8200        
Rovelli Gifts                      ,2728,035-640555       ,Bergamo        ,               ,Italy          ,24100       
Mini Gifts Distributors Ltd.       ,2395.8,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Online Diecast Creations Co.       ,3052.3,6035558647       ,Nashua         ,NH             ,USA            ,62005       
Muscle Machine Inc                 ,4242,2125557413       ,NYC            ,NY             ,USA            ,10022       
"Double Decker Gift Stores, Ltd     ",2790.4,(171) 555-7555   ,London         ,               ,UK             ,WA1 1DP     
"Saveley & Henriot, Co.             ",4340.5,78.32.5555       ,Lyon           ,               ,France         ,69004       
Mini Caravy                        ,2762.2,88.60.1555       ,Strasbourg     ,               ,France         ,67000       
Muscle Machine Inc                 ,4645.7,2125557413       ,NYC            ,NY             ,USA            ,10022       
Euro+ Shopping Channel             ,5581,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Handji Gifts& Co                   ,6539,+65 224 1555     ,Singapore      ,               ,Singapore      ,069045      
"UK Collectables, Ltd.              ",5548.9,(171) 555-2282   ,Liverpool      ,               ,UK             ,WX1 6LT     
Euro+ Shopping Channel             ,4595.4,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
"AV Stores, Co.                     ",1859.4,(171) 555-1555   ,Manchester     ,               ,UK             ,EC2 5NT     
Signal Gift Stores                 ,2093.8,7025551838       ,Las Vegas      ,NV             ,USA            ,83030       
Mini Gifts Distributors Ltd.       ,4223.1,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Euro+ Shopping Channel             ,1596.8,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
The Sharp Gifts Warehouse          ,5820.4,4085553659       ,San Jose       ,CA             ,USA            ,94217       
Souveniers And Things Co.          ,5296.5,+61 2 9495 8555  ,Chatswood      ,NSW            ,Australia      ,2067        
Motor Mint Distributors Inc.       ,930.9,2155559857       ,Philadelphia   ,PA             ,USA            ,71270       
Marseille Mini Autos               ,1207.4,91.24.4555       ,Marseille      ,               ,France         ,13008       
Mini Gifts Distributors Ltd.       ,717.4,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Collectables For Less Inc.         ,1066.8,6175558555       ,Brickhaven     ,MA             ,USA            ,58339       
"Men 'R' US Retailers, Ltd.         ",1554,2155554369       ,Los Angeles    ,CA             ,USA            ,            
Qu‚bec Home Shopping Network       ,1277.6,(514) 555-8054   ,Montr‚al       ,Qu‚bec         ,Canada         ,H1J 1C3     
Herkku Gifts                       ,1578.8,+47 2267 3215    ,Bergen         ,               ,Norway         ,N 5804      
Online Diecast Creations Co.       ,917.7,6035558647       ,Nashua         ,NH             ,USA            ,62005       
Euro+ Shopping Channel             ,777,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Euro+ Shopping Channel             ,1476.3,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
"Vida Sport, Ltd                    ",1538.5,0897-034555      ,GenŠve         ,               ,Switzerland    ,1203        
"Oulu Toy Supplies, Inc.            ",891.2,981-443655       ,Oulu           ,               ,Finland        ,90110       
"UK Collectables, Ltd.              ",1706.8,(171) 555-2282   ,Liverpool      ,               ,UK             ,WX1 6LT     
L'ordine Souveniers                ,1373.6,0522-556555      ,Reggio Emilia  ,               ,Italy          ,42100       
Signal Gift Stores                 ,1205.6,7025551838       ,Las Vegas      ,NV             ,USA            ,83030       
"Vida Sport, Ltd                    ",1427.4,0897-034555      ,GenŠve         ,               ,Switzerland    ,1203        
"Norway Gifts By Mail, Co.          ",1649.3,+47 2212 1555    ,Oslo           ,               ,Norway         ,N 0106      
"Toms Spezialit„ten, Ltd            ",1383,0221-5554327     ,K”ln           ,               ,Germany        ,50739       
FunGiftIdeas.com                   ,1229.5,5085552555       ,New Bedford    ,MA             ,USA            ,50553       
Motor Mint Distributors Inc.       ,1140.5,2155559857       ,Philadelphia   ,PA             ,USA            ,71270       
"Australian Collectors, Co.         ",1575.6,03 9520 4555     ,Melbourne      ,Victoria       ,Australia      ,3004        
Euro+ Shopping Channel             ,1386.7,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Toys4GrownUps.com                  ,5018.4,6265557265       ,Pasadena       ,CA             ,USA            ,90003       
Euro+ Shopping Channel             ,5856.9,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Mini Gifts Distributors Ltd.       ,4894.7,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Mini Caravy                        ,2094.3,88.60.1555       ,Strasbourg     ,               ,France         ,67000       
Salzburg Collectables              ,640,6562-9555        ,Salzburg       ,               ,Austria        ,5020        
Danish Wholesale Imports           ,3193.5,31 12 3555       ,Kobenhavn      ,               ,Denmark        ,1734        
Salzburg Collectables              ,3066.7,6562-9555        ,Salzburg       ,               ,Austria        ,5020        
"Stylish Desk Decors, Co.           ",3883.1,(171) 555-0297   ,London         ,               ,UK             ,WX3 6FW     
Mini Gifts Distributors Ltd.       ,4814.2,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Boards & Toys Co.                  ,2826.3,3105552373       ,Glendale       ,CA             ,USA            ,92561       
Scandinavian Gift Ideas            ,1593.2,0695-34 6555     ,Br„cke         ,               ,Sweden         ,S-844 67    
CAF Imports                        ,3266.1,+34 913 728 555  ,Madrid         ,               ,Spain          ,28023       
Mini Creations Ltd.                ,2453.6,5085559555       ,New Bedford    ,MA             ,USA            ,50553       
Enaco Distributors                 ,3910.4,(93) 203 4555    ,Barcelona      ,               ,Spain          ,08022       
"Saveley & Henriot, Co.             ",1788,78.32.5555       ,Lyon           ,               ,France         ,69004       
Collectable Mini Designs Co.       ,3328.1,7605558146       ,San Diego      ,CA             ,USA            ,91217       
Tekni Collectables Inc.            ,3788.4,2015559350       ,Newark         ,NJ             ,USA            ,94019       
Land of Toys Inc.                  ,3053.7,2125557818       ,NYC            ,NY             ,USA            ,10022       
Qu‚bec Home Shopping Network       ,2005.7,(514) 555-8054   ,Montr‚al       ,Qu‚bec         ,Canada         ,H1J 1C3     
Petit Auto                         ,2796.1,(02) 5554 67     ,Bruxelles      ,               ,Belgium        ,B-1180      
"Royal Canadian Collectables, Ltd.  ",3160,(604) 555-4555   ,Tsawassen      ,BC             ,Canada         ,T2F 8M4     
Gifts4AllAges.com                  ,3908.6,6175559555       ,Boston         ,MA             ,USA            ,51003       
"AV Stores, Co.                     ",2606.5,(171) 555-1555   ,Manchester     ,               ,UK             ,EC2 5NT     
La Rochelle Gifts                  ,2081.8,40.67.8555       ,Nantes         ,               ,France         ,44000       
"Volvo Model Replicas, Co           ",3519.8,0921-12 3555     ,Lule†          ,               ,Sweden         ,S-958 22    
"Tokyo Collectables, Ltd            ",10758,+81 3 3584 0555  ,Minato-ku      ,Tokyo          ,Japan          ,106-0032    
Euro+ Shopping Channel             ,3021,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
"Oulu Toy Supplies, Inc.            ",1891.6,981-443655       ,Oulu           ,               ,Finland        ,90110       
Corporate Gift Ideas Co.           ,4208.4,6505551386       ,San Francisco  ,CA             ,USA            ,            
Mini Gifts Distributors Ltd.       ,2246.4,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Gifts4AllAges.com                  ,6107.4,6175559555       ,Boston         ,MA             ,USA            ,51003       
"AV Stores, Co.                     ",1987.7,(171) 555-1555   ,Manchester     ,               ,UK             ,EC2 5NT     
Signal Gift Stores                 ,4069,7025551838       ,Las Vegas      ,NV             ,USA            ,83030       
"Anna's Decorations, Ltd            ",2282.2,02 9936 8555     ,North Sydney   ,NSW            ,Australia      ,2060        
Heintze Collectables               ,1541,86 21 3555       ,?rhus          ,               ,Denmark        ,8200        
Gift Depot Inc.                    ,1951.9,2035552570       ,Bridgewater    ,CT             ,USA            ,97562       
Mini Gifts Distributors Ltd.       ,3107.6,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Online Diecast Creations Co.       ,2328.6,6035558647       ,Nashua         ,NH             ,USA            ,62005       
Muscle Machine Inc                 ,3184.8,2125557413       ,NYC            ,NY             ,USA            ,10022       
Euro+ Shopping Channel             ,2149.7,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
"Saveley & Henriot, Co.             ",3184.8,78.32.5555       ,Lyon           ,               ,France         ,69004       
Mini Caravy                        ,2114.6,88.60.1555       ,Strasbourg     ,               ,France         ,67000       
Muscle Machine Inc                 ,4256.6,2125557413       ,NYC            ,NY             ,USA            ,10022       
Euro+ Shopping Channel             ,2345,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Handji Gifts& Co                   ,2328.7,+65 224 1555     ,Singapore      ,               ,Singapore      ,069045      
"UK Collectables, Ltd.              ",3575,(171) 555-2282   ,Liverpool      ,               ,UK             ,WX1 6LT     
Euro+ Shopping Channel             ,2076,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
FunGiftIdeas.com                   ,3305.2,5085552555       ,New Bedford    ,MA             ,USA            ,50553       
"AV Stores, Co.                     ",1538.5,(171) 555-1555   ,Manchester     ,               ,UK             ,EC2 5NT     
